Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Current Charges Reliability,Current Charges Relevance,Current Charges Privacy,Current Charges Volitionality,Current Charges Causes Outcome,Current Charges Causes Cycle,Current Charges Causes Disparity,Current Charges Caused by Group,Criminal History Reliability,Criminal History Relevance,Criminal History Privacy,Criminal History Volitionality,Criminal History Causes Outcome,Criminal History Causes Cycle,Criminal History Causes Disparity,Criminal History Caused by Group,Substance Abuse Reliability,Substance Abuse Relevance,Substance Abuse Privacy,Substance Abuse Volitionality,Substance Abuse Causes Outcome,Substance Abuse Causes Cycle,Substance Abuse Causes Disparity,Substance Abuse Caused by Group,Employment and Living Reliability,Employment and Living Relevance,Employment and Living Privacy,Employment and Living Volitionality,Employment and Living Causes Outcome,Employment and Living Causes Cycle,Employment and Living Causes Disparity,Employment and Living Caused by Group,Personality Reliability,Personality Relevance,Personality Privacy,Personality Volitionality,Personality Causes Outcome,Personality Causes Cycle,Personality Causes Disparity,Personality Caused by Group,Criminal Attitudes Reliability,Criminal Attitudes Relevance,Criminal Attitudes Privacy,Criminal Attitudes Volitionality,Criminal Attitudes Causes Outcome,Criminal Attitudes Causes Cycle,Criminal Attitudes Causes Disparity,Criminal Attitudes Caused by Group,Neighbourhood Reliability,Neighbourhood Relevance,Neighbourhood Privacy,Neighbourhood Volitionality,Neighbourhood Causes Outcome,Neighbourhood Causes Cycle,Neighbourhood Causes Disparity,Neighbourhood Caused by Group,Friends and Family Reliability,Friends and Family Relevance,Friends and Family Privacy,Friends and Family Volitionality,Friends and Family Causes Outcome,Friends and Family Causes Cycle,Friends and Family Causes Disparity,Friends and Family Caused by Group,Social Life Reliability,Social Life Relevance,Social Life Privacy,Social Life Volitionality,Social Life Causes Outcome,Social Life Causes Cycle,Social Life Causes Disparity,Social Life Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group
1108,2141,30-39,High School,Nonbinary,,50000-75000,false,false,false,true,false,,rec,properties first,Agree,,Agree,Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,,Agree,Disagree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Neutral,Disagree,,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Disagree,,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Neutral,Agree,,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Somewhat Disagree,Neutral,,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Somewhat Agree,Neutral,Agree,Agree,Neutral
1109,1116,50-59,Graduate,Male,,>100000,false,false,false,true,false,,rec,fairness first,Strongly Agree,,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,,Disagree,Agree,Somewhat Disagree,Agree,Agree,Agree,Disagree,,Agree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Disagree,,Strongly Agree,Agree,Somewhat Disagree,Neutral,Disagree,Disagree,Agree,,Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree
1110,2705,18-29,High School,Male,,25000-50000,false,false,true,false,false,,rec,properties first,Strongly Agree,,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Strongly Agree,,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,,Somewhat Agree,Somewhat Disagree,,Somewhat Disagree,Disagree,Disagree,Agree,,Neutral,,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Agree,,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,,Agree,Disagree,,Somewhat Agree,Agree,Disagree,Agree,,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,,Strongly Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral
1111,900,18-29,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Somewhat Agree,,Somewhat Disagree,Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,,Somewhat Disagree,Strongly Disagree,Neutral,Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,,Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,,Agree,Strongly Agree,Disagree,Agree,Agree,Neutral,Disagree,,Somewhat Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
1112,1731,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Agree,,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Somewhat Agree,,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Agree,,Disagree,Agree,Neutral,Somewhat Agree,Disagree,Disagree,Disagree,,Agree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,,Somewhat Agree,Agree,Somewhat Disagree,Agree,Disagree,Disagree,Agree,,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,,Agree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Agree,Disagree,,Disagree,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Agree,Agree,,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree
1113,1269,40-49,Graduate,Male,,75000-100000,false,false,false,true,false,,rec,fairness first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Agree,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Disagree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
1114,2037,18-29,Bachelor,Female,,50000-75000,false,false,true,false,false,,rec,fairness first,Agree,,Strongly Disagree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Agree,,Disagree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Disagree,Strongly Agree,Neutral,Disagree,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,,Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Disagree,,Agree,Somewhat Disagree,Neutral,Agree,Disagree,Agree,Agree,,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral
1115,2704,18-29,High School,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Somewhat Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree
1116,1156,18-29,Graduate,Female,,25000-50000,false,false,true,false,false,,rec,fairness first,Somewhat Agree,,Agree,Neutral,Agree,Disagree,Somewhat Agree,Neutral,Agree,,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Agree,,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Neutral,Somewhat Disagree,,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree
1117,2080,18-29,Graduate,Male,,75000-100000,false,true,false,false,false,,rec,fairness first,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
1118,2011,60-69,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Strongly Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
1119,810,18-29,Bachelor,Female,,50000-75000,false,false,true,false,false,,rec,properties first,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Disagree,,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
1120,825,18-29,High School,Male,,<25000,false,false,false,false,true,,rec,fairness first,Strongly Agree,,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Agree,,Somewhat Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,,Somewhat Agree,Somewhat Agree,Disagree,,Disagree,Strongly Disagree,Somewhat Agree,,Somewhat Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Neutral,,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Agree,,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,,Agree,Somewhat Agree,Disagree,Disagree,Neutral,Disagree,Agree,,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree
1121,1758,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,rec,fairness first,Disagree,,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,,Agree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Disagree,,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Agree
1122,2134,40-49,Graduate,,,50000-75000,false,true,false,false,false,,rec,properties first,Strongly Agree,,Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Disagree,,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,,Strongly Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,,Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
1123,481,50-59,High School,Female,,50000-75000,false,false,false,true,false,,rec,fairness first,Strongly Agree,,Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Disagree,Strongly Agree,,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Strongly Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Strongly Agree,,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree
1124,506,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Agree,,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Disagree,,Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,Somewhat Disagree,,Disagree,Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Agree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral
1125,943,18-29,Bachelor,Male,,>100000,false,false,false,true,false,,rec,fairness first,Strongly Agree,,Somewhat Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,,Neutral,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Disagree,,Neutral,Neutral,Somewhat Disagree,Agree,Agree,Neutral,Disagree,,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,,Strongly Disagree,Somewhat Disagree,Neutral,Agree,Strongly Agree,Neutral,Agree,,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,,Neutral,Agree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Agree,,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral
1126,545,30-39,High School,Female,,<25000,false,false,false,true,false,,rec,fairness first,,,,,,,,,Strongly Agree,,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,,Disagree,Somewhat Agree,Strongly Agree,Disagree,Disagree,Disagree,,,,,,,,,Somewhat Agree,,Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,,Strongly Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Somewhat Disagree,,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Disagree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree
1127,1944,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Strongly Agree,,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Agree,,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral
1128,2917,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Somewhat Agree,,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Agree,,Neutral,Somewhat Disagree,Neutral,Agree,,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Agree,,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral
1129,1827,40-49,Graduate,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,,Strongly Disagree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Agree,,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Disagree,Agree,,Strongly Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,,Strongly Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree
1130,730,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree
1131,1828,30-39,Bachelor,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Agree,,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,,Neutral,Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Agree,Agree,,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,,Strongly Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree
1132,3053,18-29,High School,Male,,>100000,false,false,false,true,false,,rec,fairness first,Disagree,,Agree,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,,Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,,Somewhat Disagree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,,Neutral,Agree,Disagree,Disagree,Disagree,Disagree
