Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Current Charges,Current Charges Reliability,Current Charges Accuracy,Current Charges Privacy,Current Charges Volitionality,Current Charges Causes Outcome,Current Charges Causes Cycle,Current Charges Causes Disparity,Current Charges Caused by Group,Criminal History,Criminal History Reliability,Criminal History Accuracy,Criminal History Privacy,Criminal History Volitionality,Criminal History Causes Outcome,Criminal History Causes Cycle,Criminal History Causes Disparity,Criminal History Caused by Group,Substance Abuse,Substance Abuse Reliability,Substance Abuse Accuracy,Substance Abuse Privacy,Substance Abuse Volitionality,Substance Abuse Causes Outcome,Substance Abuse Causes Cycle,Substance Abuse Causes Disparity,Substance Abuse Caused by Group,Employment and Living,Employment and Living Reliability,Employment and Living Accuracy,Employment and Living Privacy,Employment and Living Volitionality,Employment and Living Causes Outcome,Employment and Living Causes Cycle,Employment and Living Causes Disparity,Employment and Living Caused by Group,Personality,Personality Reliability,Personality Accuracy,Personality Privacy,Personality Volitionality,Personality Causes Outcome,Personality Causes Cycle,Personality Causes Disparity,Personality Caused by Group,Criminal Attitudes,Criminal Attitudes Reliability,Criminal Attitudes Accuracy,Criminal Attitudes Privacy,Criminal Attitudes Volitionality,Criminal Attitudes Causes Outcome,Criminal Attitudes Causes Cycle,Criminal Attitudes Causes Disparity,Criminal Attitudes Caused by Group,Neighbourhood,Neighbourhood Reliability,Neighbourhood Accuracy,Neighbourhood Privacy,Neighbourhood Volitionality,Neighbourhood Causes Outcome,Neighbourhood Causes Cycle,Neighbourhood Causes Disparity,Neighbourhood Caused by Group,Friends and Family,Friends and Family Reliability,Friends and Family Accuracy,Friends and Family Privacy,Friends and Family Volitionality,Friends and Family Causes Outcome,Friends and Family Causes Cycle,Friends and Family Causes Disparity,Friends and Family Caused by Group,Social Life,Social Life Reliability,Social Life Accuracy,Social Life Privacy,Social Life Volitionality,Social Life Causes Outcome,Social Life Causes Cycle,Social Life Causes Disparity,Social Life Caused by Group,Education,Education Reliability,Education Accuracy,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group
1732,763,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
1733,1238,30-39,Graduate,Male,,50000-75000,false,true,false,false,false,,rec,properties first,Very Fair,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Fair,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Agree,Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree
1735,1467,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree
1738,918,30-39,Graduate,Male,,<25000,false,true,false,false,false,,rec,properties first,Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree
1740,1945,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,rec,properties first,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Agree,Neutral,Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree
1742,1035,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,rec,fairness first,Somewhat Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Fair,Somewhat Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Unfair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Fair,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1743,679,18-29,Graduate,Female,,>100000,false,false,false,true,true,,rec,properties first,Very Fair,Somewhat Agree,Strongly Agree,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Very Fair,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Agree,Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Strongly Disagree,Disagree,Somewhat Disagree,Agree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Agree,Neutral,Disagree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1744,3090,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,fairness first,Fair,Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Very Unfair,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Unfair,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Somewhat Unfair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Neutral,Very Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree
1746,1810,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Neutral,Somewhat Agree,Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Unfair,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Fair,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral
1747,2301,18-29,Graduate,Male,,>100000,false,true,false,false,false,,rec,fairness first,Fair,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Fair,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Disagree,Somewhat Unfair,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Unfair,Neutral,Neutral,Somewhat Disagree,Neutral,Agree,Agree,Disagree,Neutral,Unfair,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Fair,Disagree,Neutral,Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Disagree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree
1750,1621,40-49,Graduate,Male,,<25000,false,true,false,false,false,,rec,properties first,Fair,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Fair,Agree,Agree,Disagree,Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Fair,Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Unfair,Agree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree
1754,2063,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,rec,fairness first,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Neutral,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Fair,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree
1755,1162,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,rec,fairness first,Somewhat Unfair,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Very Unfair,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Unfair,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Unfair,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,,Somewhat Fair,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Unfair,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Unfair,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Unfair,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Unfair,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree
1758,431,18-29,Bachelor,Male,,<25000,false,false,false,false,false,white,rec,fairness first,Unfair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Very Unfair,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree
1759,2978,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Very Fair,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Disagree,Very Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree
1760,1217,30-39,Bachelor,Female,,25000-50000,false,false,true,false,false,,rec,fairness first,Very Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Unfair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Very Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Unfair,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
